data_index,message_index,message,time_ms
0,0,encoding,0.0156
0,1,network,244.7835
1,0,encoding,0.0313
1,1,network,242.2191
2,0,encoding,0.0876
2,1,network,242.0055
3,0,encoding,0.0833
3,1,network,244.4805
4,0,encoding,0.0848
4,1,network,256.1402
5,0,encoding,0.0856
5,1,network,253.765
6,0,encoding,0.0738
6,1,network,247.9839
7,0,encoding,0.089
7,1,network,242.4941
8,0,encoding,0.0819
8,1,network,245.4835
9,0,encoding,0.0865
9,1,network,245.253
10,0,encoding,0.1145
10,1,network,250.6254
11,0,encoding,0.0959
11,1,network,243.7664
12,0,encoding,0.0833
12,1,network,240.6752
13,0,encoding,0.0853
13,1,network,242.5959
14,0,encoding,0.0856
14,1,network,245.4838
15,0,encoding,0.0872
15,1,network,247.4483
16,0,encoding,0.1022
16,1,network,245.1499
17,0,encoding,0.0866
17,1,network,250.3136
18,0,encoding,0.0769
18,1,network,241.3599
19,0,encoding,0.0897
19,1,network,245.5577
20,0,encoding,0.08
20,1,network,248.3503
21,0,encoding,0.0734
21,1,network,245.7221
22,0,encoding,0.1042
22,1,network,247.8905
23,0,encoding,0.0869
23,1,network,292.0792
24,0,encoding,0.0841
24,1,network,240.6316
25,0,encoding,0.0902
25,1,network,240.8237
26,0,encoding,0.0783
26,1,network,245.5246
27,0,encoding,0.0877
27,1,network,244.8961
28,0,encoding,0.0309
28,1,network,242.9991
29,0,encoding,0.0311
29,1,network,245.8551
30,0,encoding,0.0277
30,1,network,242.8872
31,0,encoding,0.0317
31,1,network,244.5454
32,0,encoding,0.0452
32,1,network,248.3422
33,0,encoding,0.0315
33,1,network,244.928
34,0,encoding,0.0287
34,1,network,246.1365
35,0,encoding,0.0396
35,1,network,244.9146
36,0,encoding,0.0285
36,1,network,241.932
37,0,encoding,0.0328
37,1,network,246.9452
38,0,encoding,0.0336
38,1,network,243.6785
39,0,encoding,0.0383
39,1,network,248.3908
40,0,encoding,0.0473
40,1,network,247.9148
41,0,encoding,0.0291
41,1,network,241.6412
42,0,encoding,0.0328
42,1,network,243.6594
43,0,encoding,0.074
43,1,network,246.025
44,0,encoding,0.0321
44,1,network,246.0779
45,0,encoding,0.0378
45,1,network,247.8343
46,0,encoding,0.0367
46,1,network,246.2905
47,0,encoding,0.0314
47,1,network,245.2733
48,0,encoding,0.0363
48,1,network,245.471
49,0,encoding,0.0671
49,1,network,244.7224
50,0,encoding,0.0317
50,1,network,240.1962
51,0,encoding,0.0334
51,1,network,243.6564
52,0,encoding,0.0367
52,1,network,243.4711
53,0,encoding,0.0354
53,1,network,246.5144
54,0,encoding,0.0344
54,1,network,246.0489
55,0,encoding,0.0301
55,1,network,246.6292
56,0,encoding,0.0384
56,1,network,245.5827
57,0,encoding,0.0324
57,1,network,246.5074
58,0,encoding,0.0381
58,1,network,247.6559
59,0,encoding,0.0366
59,1,network,247.9482
60,0,encoding,0.0331
60,1,network,250.9766
61,0,encoding,0.0332
61,1,network,248.5498
62,0,encoding,0.0448
62,1,network,250.869
63,0,encoding,0.0249
63,1,network,249.0257
64,0,encoding,0.0331
64,1,network,249.9187
65,0,encoding,0.0355
65,1,network,240.6455
66,0,encoding,0.0302
66,1,network,254.3033
67,0,encoding,0.0332
67,1,network,248.3015
68,0,encoding,0.0284
68,1,network,243.2796
69,0,encoding,0.0322
69,1,network,251.1059
70,0,encoding,0.0418
70,1,network,245.2287
71,0,encoding,0.0294
71,1,network,244.9238
72,0,encoding,0.0286
72,1,network,247.9526
73,0,encoding,0.0342
73,1,network,264.0163
74,0,encoding,0.0338
74,1,network,241.9887
75,0,encoding,0.0506
75,1,network,247.9077
76,0,encoding,0.0233
76,1,network,246.7784
77,0,encoding,0.0324
77,1,network,253.8466
78,0,encoding,0.0297
78,1,network,243.1489
79,0,encoding,0.0363
79,1,network,244.4941
80,0,encoding,0.0327
80,1,network,245.0411
81,0,encoding,0.0329
81,1,network,244.4167
82,0,encoding,0.0389
82,1,network,246.3231
83,0,encoding,0.027
83,1,network,249.3771
84,0,encoding,0.0443
84,1,network,245.9823
85,0,encoding,0.0328
85,1,network,247.612
86,0,encoding,0.0305
86,1,network,250.3978
87,0,encoding,0.0407
87,1,network,246.9555
88,0,encoding,0.038
88,1,network,248.4558
89,0,encoding,0.0448
89,1,network,248.8819
90,0,encoding,0.0293
90,1,network,252.7507
