data_index,message_index,message,time_ms
0,0,encoding,1.2121
0,1,network,251.6032
1,0,encoding,3.3803
1,1,network,247.3437
2,0,encoding,4.0343
2,1,network,254.3224
3,0,encoding,4.0854
3,1,network,250.8284
4,0,encoding,4.1232
4,1,network,255.9882
5,0,encoding,4.1559
5,1,network,252.1016
6,0,encoding,4.2296
6,1,network,253.7618
7,0,encoding,3.3011
7,1,network,254.4715
8,0,encoding,4.0207
8,1,network,252.2836
9,0,encoding,4.0541
9,1,network,248.0179
10,0,encoding,6.2023
10,1,network,253.1143
11,0,encoding,4.2112
11,1,network,266.1683
12,0,encoding,3.9912
12,1,network,253.6575
13,0,encoding,3.9645
13,1,network,251.6191
14,0,encoding,4.0939
14,1,network,255.5197
15,0,encoding,4.0111
15,1,network,252.1434
16,0,encoding,4.0907
16,1,network,248.5914
17,0,encoding,3.856
17,1,network,254.0795
18,0,encoding,4.0698
18,1,network,251.3769
19,0,encoding,3.9445
19,1,network,250.6499
20,0,encoding,4.121
20,1,network,250.1305
21,0,encoding,4.1358
21,1,network,255.1486
22,0,encoding,3.7561
22,1,network,246.9734
23,0,encoding,3.9903
23,1,network,253.4025
24,0,encoding,6.44
24,1,network,261.8377
25,0,encoding,3.7766
25,1,network,257.955
26,0,encoding,3.968
26,1,network,258.0462
27,0,encoding,5.3303
27,1,network,252.2057
28,0,encoding,3.924
28,1,network,254.7111
29,0,encoding,4.7822
29,1,network,251.041
30,0,encoding,3.8819
30,1,network,257.2692
31,0,encoding,3.8813
31,1,network,253.2645
32,0,encoding,3.9377
32,1,network,254.6213
33,0,encoding,4.1396
33,1,network,255.2512
34,0,encoding,3.977
34,1,network,248.4635
35,0,encoding,4.4947
35,1,network,250.3074
36,0,encoding,3.9411
36,1,network,254.341
37,0,encoding,3.937
37,1,network,262.0416
38,0,encoding,3.8504
38,1,network,251.3034
39,0,encoding,3.8518
39,1,network,252.1617
40,0,encoding,4.0488
40,1,network,248.8914
41,0,encoding,4.3834
41,1,network,249.893
42,0,encoding,3.7542
42,1,network,249.1572
43,0,encoding,3.955
43,1,network,252.9423
44,0,encoding,3.9774
44,1,network,252.2888
45,0,encoding,3.9251
45,1,network,253.4685
46,0,encoding,3.9832
46,1,network,252.2383
47,0,encoding,3.1998
47,1,network,251.4891
48,0,encoding,3.8539
48,1,network,248.1017
49,0,encoding,3.9783
49,1,network,250.4071
50,0,encoding,4.1414
50,1,network,250.484
51,0,encoding,6.3204
51,1,network,251.7484
52,0,encoding,3.9033
52,1,network,265.056
53,0,encoding,3.9669
53,1,network,247.1294
54,0,encoding,3.9649
54,1,network,248.5196
55,0,encoding,4.0574
55,1,network,258.4559
56,0,encoding,3.9713
56,1,network,251.1223
57,0,encoding,3.2408
57,1,network,263.9374
58,0,encoding,3.9824
58,1,network,248.9126
59,0,encoding,4.1689
59,1,network,258.0901
60,0,encoding,3.2984
