data_index,message_index,message,time_ms
0,0,encoding,0.379
0,1,network,32.8512
1,0,encoding,0.4265
1,1,network,32.7457
2,0,encoding,0.5393
2,1,network,32.9487
3,0,encoding,0.7681
3,1,network,32.4305
4,0,encoding,0.7726
4,1,network,32.7229
5,0,encoding,1.1249
5,1,network,32.3278
6,0,encoding,1.8125
6,1,network,32.2066
7,0,encoding,4.3655
7,1,network,28.939
8,0,encoding,5.1751
8,1,network,27.8629
9,0,encoding,4.7085
9,1,network,28.6318
10,0,encoding,4.6259
10,1,network,28.4477
11,0,encoding,4.8238
11,1,network,28.3545
12,0,encoding,4.9098
12,1,network,28.1347
13,0,encoding,4.5957
13,1,network,28.5767
14,0,encoding,4.7441
14,1,network,28.6717
15,0,encoding,4.9654
15,1,network,28.0351
16,0,encoding,4.5119
16,1,network,28.4656
17,0,encoding,4.9793
17,1,network,28.3079
18,0,encoding,4.6332
18,1,network,28.2546
19,0,encoding,4.758
19,1,network,28.5272
20,0,encoding,4.5514
20,1,network,28.3454
21,0,encoding,4.3922
21,1,network,28.9973
22,0,encoding,4.7098
22,1,network,28.6185
23,0,encoding,4.6443
23,1,network,28.4363
24,0,encoding,4.422
24,1,network,28.5865
25,0,encoding,4.3452
25,1,network,28.765
26,0,encoding,4.8747
26,1,network,28.3193
27,0,encoding,4.8284
27,1,network,28.3784
28,0,encoding,4.3522
28,1,network,28.8499
29,0,encoding,4.3891
29,1,network,28.7431
30,0,encoding,4.1367
30,1,network,29.1895
31,0,encoding,4.8621
31,1,network,28.2953
32,0,encoding,4.6977
32,1,network,28.406
33,0,encoding,4.6825
33,1,network,28.3317
34,0,encoding,4.3925
34,1,network,28.763
35,0,encoding,4.1989
35,1,network,29.0694
36,0,encoding,4.5059
36,1,network,28.7238
37,0,encoding,4.6181
37,1,network,28.4265
38,0,encoding,5.1417
38,1,network,27.9207
39,0,encoding,3.8393
39,1,network,29.5034
40,0,encoding,4.5727
40,1,network,28.5163
41,0,encoding,4.5086
41,1,network,28.6408
42,0,encoding,4.6624
42,1,network,28.3963
43,0,encoding,4.5579
43,1,network,62.302
44,0,encoding,6.3909
44,1,network,26.5004
45,0,encoding,4.896
45,1,network,28.2015
46,0,encoding,4.9264
46,1,network,28.0515
47,0,encoding,3.9104
47,1,network,29.4125
48,0,encoding,4.8789
48,1,network,28.3436
49,0,encoding,4.5995
49,1,network,28.4955
50,0,encoding,4.067
50,1,network,28.9764
51,0,encoding,4.166
51,1,network,29.2004
52,0,encoding,4.1492
52,1,network,28.8053
53,0,encoding,4.5783
53,1,network,28.5662
54,0,encoding,4.669
54,1,network,28.7229
55,0,encoding,4.329
55,1,network,28.5749
56,0,encoding,4.8052
56,1,network,28.4658
57,0,encoding,4.5431
57,1,network,62.1891
58,0,encoding,7.2806
58,1,network,25.6065
59,0,encoding,5.2733
59,1,network,27.8767
60,0,encoding,4.9303
60,1,network,28.3309
61,0,encoding,4.8571
61,1,network,28.1241
62,0,encoding,5.254
62,1,network,27.8709
63,0,encoding,4.8823
63,1,network,28.3652
64,0,encoding,4.4841
64,1,network,28.567
65,0,encoding,4.5413
65,1,network,28.6625
66,0,encoding,4.6258
66,1,network,28.2515
67,0,encoding,4.3328
67,1,network,29.0308
68,0,encoding,4.319
68,1,network,28.718
69,0,encoding,4.5617
69,1,network,28.9127
70,0,encoding,4.5289
70,1,network,28.2539
71,0,encoding,4.1602
71,1,network,29.217
72,0,encoding,4.7364
72,1,network,28.3286
73,0,encoding,4.9146
73,1,network,28.3066
74,0,encoding,4.8428
74,1,network,28.1992
75,0,encoding,4.4493
75,1,network,28.876
76,0,encoding,4.3924
76,1,network,28.7754
77,0,encoding,4.69
77,1,network,28.3448
78,0,encoding,4.4226
78,1,network,28.7975
79,0,encoding,4.5022
79,1,network,28.6192
80,0,encoding,4.2023
80,1,network,29.2286
81,0,encoding,4.8042
81,1,network,28.0722
82,0,encoding,4.1034
82,1,network,29.1099
83,0,encoding,4.301
83,1,network,29.1858
84,0,encoding,5.0895
84,1,network,27.9657
85,0,encoding,4.5681
85,1,network,28.3156
86,0,encoding,4.7633
86,1,network,62.0801
87,0,encoding,7.149
87,1,network,59.3302
88,0,encoding,6.5717
88,1,network,59.6232
89,0,encoding,7.0667
89,1,network,59.4369
90,0,encoding,6.4861
90,1,network,59.767
91,0,encoding,4
91,1,network,28.8956
92,0,encoding,3.3767
92,1,network,30.3371
93,0,encoding,6.3007
93,1,network,26.5646
94,0,encoding,5.8189
94,1,network,27.2333
95,0,encoding,4.6708
95,1,network,28.452
96,0,encoding,4.7485
96,1,network,61.918
97,0,encoding,6.8027
97,1,network,26.0695
98,0,encoding,5.1144
98,1,network,28.05
99,0,encoding,4.5366
99,1,network,28.4451
100,0,encoding,4.3626
100,1,network,28.9126
101,0,encoding,4.7699
101,1,network,28.3479
102,0,encoding,3.7303
102,1,network,29.5096
103,0,encoding,4.3662
103,1,network,28.7906
104,0,encoding,3.9713
104,1,network,29.3904
105,0,encoding,4.246
105,1,network,28.7557
106,0,encoding,4.7049
106,1,network,28.1714
107,0,encoding,4.434
107,1,network,28.7628
108,0,encoding,4.9646
108,1,network,28.3004
109,0,encoding,4.4757
109,1,network,28.583
110,0,encoding,4.504
110,1,network,62.3798
111,0,encoding,6.326
111,1,network,26.3977
112,0,encoding,5.2472
112,1,network,28.0385
113,0,encoding,4.7879
113,1,network,28.5803
114,0,encoding,4.4063
114,1,network,28.5726
115,0,encoding,4.2874
115,1,network,28.7416
116,0,encoding,4.3522
116,1,network,28.9891
117,0,encoding,4.8002
117,1,network,28.4289
118,0,encoding,4.6142
118,1,network,28.5649
119,0,encoding,4.7038
119,1,network,28.3384
120,0,encoding,4.7622
120,1,network,28.3763
121,0,encoding,4.4848
121,1,network,28.8138
122,0,encoding,4.8496
122,1,network,28.2451
123,0,encoding,4.9564
123,1,network,28.1276
124,0,encoding,4.0261
124,1,network,28.9524
125,0,encoding,3.6759
125,1,network,29.4326
126,0,encoding,3.7324
126,1,network,29.5753
127,0,encoding,4.6582
127,1,network,28.5142
128,0,encoding,4.3936
128,1,network,28.7451
129,0,encoding,4.525
129,1,network,28.5426
130,0,encoding,4.0563
130,1,network,28.9044
131,0,encoding,3.6404
131,1,network,29.9741
132,0,encoding,4.8673
132,1,network,28.0876
133,0,encoding,4.8569
133,1,network,28.7484
134,0,encoding,4.6359
134,1,network,28.0663
135,0,encoding,4.6961
135,1,network,28.5928
136,0,encoding,4.7585
136,1,network,28.309
137,0,encoding,5.3541
137,1,network,60.0121
138,0,encoding,0.4261
138,1,network,32.8149
139,0,encoding,0.4244
139,1,network,33.1097
140,0,encoding,1.5241
140,1,network,32.5755
141,0,encoding,3.7797
141,1,network,29.3268
142,0,encoding,3.7224
142,1,network,29.5136
143,0,encoding,4.1066
143,1,network,29.1207
144,0,encoding,3.7473
144,1,network,29.7689
145,0,encoding,5.793
145,1,network,27.2715
146,0,encoding,4.2577
146,1,network,28.8517
147,0,encoding,4.4357
147,1,network,28.169
148,0,encoding,3.702
148,1,network,30.0923
149,0,encoding,5.2683
149,1,network,27.832
150,0,encoding,4.7819
150,1,network,28.1733
151,0,encoding,4.3384
151,1,network,29.0314
152,0,encoding,4.503
152,1,network,28.577
153,0,encoding,4.779
153,1,network,61.8228
154,0,encoding,7.1293
154,1,network,59.3485
155,0,encoding,6.7219
155,1,network,59.7894
156,0,encoding,7.5872
156,1,network,58.7684
157,0,encoding,7.2825
157,1,network,25.7095
158,0,encoding,5.1947
158,1,network,27.9951
159,0,encoding,4.8269
159,1,network,28.0481
160,0,encoding,4.8815
160,1,network,28.4941
161,0,encoding,4.5004
161,1,network,28.4198
162,0,encoding,4.8033
162,1,network,28.4031
163,0,encoding,4.5662
163,1,network,28.6485
164,0,encoding,4.2868
164,1,network,28.9703
165,0,encoding,4.9609
165,1,network,28.045
166,0,encoding,4.6209
166,1,network,28.144
167,0,encoding,3.2697
167,1,network,29.8136
168,0,encoding,3.612
168,1,network,29.5769
169,0,encoding,3.5314
169,1,network,29.68
170,0,encoding,3.4354
170,1,network,29.3566
171,0,encoding,1.1249
171,1,network,32.8431
172,0,encoding,3.4999
172,1,network,29.8024
173,0,encoding,3.4828
173,1,network,29.6321
174,0,encoding,3.2003
174,1,network,29.8579
175,0,encoding,3.7489
175,1,network,29.8264
176,0,encoding,7.0204
176,1,network,26.2534
177,0,encoding,4.8697
177,1,network,28.0563
178,0,encoding,4.4739
178,1,network,28.6377
179,0,encoding,4.5058
179,1,network,62.3176
180,0,encoding,6.9901
180,1,network,26.0546
181,0,encoding,6.1738
181,1,network,26.6043
182,0,encoding,3.8938
182,1,network,29.5365
183,0,encoding,4.756
183,1,network,28.4405
184,0,encoding,4.9755
184,1,network,28.144
185,0,encoding,4.4341
185,1,network,28.7852
186,0,encoding,4.6575
186,1,network,28.3828
187,0,encoding,4.2228
187,1,network,29.0439
188,0,encoding,4.3945
188,1,network,28.7852
189,0,encoding,4.4711
189,1,network,28.854
190,0,encoding,4.3722
190,1,network,28.6841
