data_index,message_index,message,time_ms
0,0,encoding,0.3831
0,1,network,33.5129
1,0,encoding,0.431
1,1,network,32.9709
2,0,encoding,0.5342
2,1,network,32.711
3,0,encoding,0.7668
3,1,network,32.678
4,0,encoding,0.7688
4,1,network,32.497
5,0,encoding,1.1145
5,1,network,32.2365
6,0,encoding,1.1228
6,1,network,33.1586
7,0,encoding,4.6475
7,1,network,28.369
8,0,encoding,4.4524
8,1,network,28.8588
9,0,encoding,4.4428
9,1,network,28.7106
10,0,encoding,4.3022
10,1,network,28.9709
11,0,encoding,4.7934
11,1,network,28.5449
12,0,encoding,4.5071
12,1,network,28.471
13,0,encoding,4.3705
13,1,network,28.7833
14,0,encoding,4.365
14,1,network,28.8523
15,0,encoding,4.2912
15,1,network,28.7452
16,0,encoding,4.211
16,1,network,29.2224
17,0,encoding,4.7074
17,1,network,28.3596
18,0,encoding,4.1578
18,1,network,29.0389
19,0,encoding,4.5153
19,1,network,28.6556
20,0,encoding,4.3199
20,1,network,28.9196
21,0,encoding,5.1845
21,1,network,28.1578
22,0,encoding,4.7204
22,1,network,28.3689
23,0,encoding,4.3132
23,1,network,28.508
24,0,encoding,4.5482
24,1,network,28.9835
25,0,encoding,4.8636
25,1,network,28.0968
26,0,encoding,5.161
26,1,network,28.2132
27,0,encoding,5.4497
27,1,network,27.1877
28,0,encoding,3.3223
28,1,network,30.0477
29,0,encoding,4.4841
29,1,network,28.6379
30,0,encoding,4.7964
30,1,network,28.3401
31,0,encoding,4.4849
31,1,network,28.6972
32,0,encoding,4.3373
32,1,network,28.7411
33,0,encoding,4.0837
33,1,network,29.1213
34,0,encoding,4.7653
34,1,network,28.5884
35,0,encoding,4.5827
35,1,network,28.584
36,0,encoding,4.4562
36,1,network,28.4921
37,0,encoding,4.3191
37,1,network,28.8422
38,0,encoding,4.4282
38,1,network,28.9891
39,0,encoding,4.4307
39,1,network,28.5846
40,0,encoding,4.6989
40,1,network,28.5927
41,0,encoding,4.5843
41,1,network,28.8215
42,0,encoding,4.6475
42,1,network,28.1377
43,0,encoding,4.2342
43,1,network,29.0323
44,0,encoding,4.7066
44,1,network,28.4483
45,0,encoding,4.1719
45,1,network,29.2407
46,0,encoding,4.5963
46,1,network,28.3719
47,0,encoding,4.8747
47,1,network,28.4373
48,0,encoding,4.6298
48,1,network,28.1564
49,0,encoding,4.2538
49,1,network,29.3155
50,0,encoding,4.4664
50,1,network,28.389
51,0,encoding,4.5563
51,1,network,28.6199
52,0,encoding,4.1127
52,1,network,29.0228
53,0,encoding,4.8503
53,1,network,28.458
54,0,encoding,4.6794
54,1,network,28.2209
55,0,encoding,4.267
55,1,network,29.1113
56,0,encoding,4.8066
56,1,network,28.2332
57,0,encoding,4.8057
57,1,network,28.4698
58,0,encoding,4.7965
58,1,network,28.3472
59,0,encoding,5.0465
59,1,network,28.0875
60,0,encoding,4.1572
60,1,network,29.1165
61,0,encoding,4.7006
61,1,network,28.5434
62,0,encoding,4.8581
62,1,network,28.1028
63,0,encoding,4.7565
63,1,network,28.6679
64,0,encoding,4.7168
64,1,network,28.326
65,0,encoding,4.7154
65,1,network,28.4547
66,0,encoding,4.8858
66,1,network,28.1786
67,0,encoding,4.393
67,1,network,28.8484
68,0,encoding,4.9357
68,1,network,28.0371
69,0,encoding,4.1922
69,1,network,29.1033
70,0,encoding,4.6315
70,1,network,28.5936
71,0,encoding,4.748
71,1,network,28.4432
72,0,encoding,4.6352
72,1,network,28.3439
73,0,encoding,4.794
73,1,network,28.2271
74,0,encoding,4.3771
74,1,network,29.186
75,0,encoding,4.707
75,1,network,28.0516
76,0,encoding,4.4938
76,1,network,28.8181
77,0,encoding,5.0358
77,1,network,27.8492
78,0,encoding,4.6285
78,1,network,28.699
79,0,encoding,3.8105
79,1,network,29.4215
80,0,encoding,4.6761
80,1,network,28.5065
81,0,encoding,4.7504
81,1,network,28.4043
82,0,encoding,4.545
82,1,network,28.5249
83,0,encoding,3.3538
83,1,network,29.8244
84,0,encoding,4.2543
84,1,network,29.1062
85,0,encoding,4.7697
85,1,network,28.3793
86,0,encoding,4.8125
86,1,network,28.362
87,0,encoding,4.7592
87,1,network,28.4201
88,0,encoding,4.8698
88,1,network,28.2148
89,0,encoding,4.2372
89,1,network,29.1347
90,0,encoding,4.4189
90,1,network,28.7118
91,0,encoding,4.2484
91,1,network,28.6569
92,0,encoding,4.4296
92,1,network,28.8366
