data_index,message_index,message,time_ms
0,0,encoding,0.3818
0,1,network,403.4606
1,0,encoding,6.3554
1,1,network,393.6902
2,0,encoding,8.5656
2,1,network,391.5041
3,0,encoding,9.0773
3,1,network,390.6271
4,0,encoding,9.4548
4,1,network,390.2316
5,0,encoding,3.5018
5,1,network,396.7109
6,0,encoding,5.5694
6,1,network,394.6545
7,0,encoding,8.1658
7,1,network,391.1502
8,0,encoding,8.2625
8,1,network,392.2568
9,0,encoding,7.7807
9,1,network,392.1181
10,0,encoding,3.0915
10,1,network,397.2331
11,0,encoding,6.8289
11,1,network,392.6887
12,0,encoding,8.5639
12,1,network,391.4434
13,0,encoding,8.5689
13,1,network,391.4858
14,0,encoding,1.8009
14,1,network,398.5494
15,0,encoding,9.7271
15,1,network,390.207
16,0,encoding,7.4101
16,1,network,392.1963
17,0,encoding,9.5003
17,1,network,390.5179
18,0,encoding,5.9728
18,1,network,394.411
19,0,encoding,5.2098
19,1,network,394.7233
20,0,encoding,7.3696
20,1,network,391.8611
21,0,encoding,6.9254
21,1,network,393.2857
22,0,encoding,3.6126
22,1,network,397.0402
23,0,encoding,4.9888
23,1,network,394.94
24,0,encoding,8.5942
24,1,network,391.5478
25,0,encoding,9.5248
25,1,network,389.7808
26,0,encoding,4.5564
26,1,network,396.0084
27,0,encoding,4.6826
27,1,network,395.312
28,0,encoding,8.281
28,1,network,391.2641
29,0,encoding,8.7058
29,1,network,391.0599
30,0,encoding,3.5946
30,1,network,397.0991
31,0,encoding,4.7052
31,1,network,395.3287
32,0,encoding,7.4876
32,1,network,392.0943
33,0,encoding,9.6231
33,1,network,390.2966
34,0,encoding,7.0587
34,1,network,393.4764
35,0,encoding,4.333
35,1,network,394.8046
36,0,encoding,3.6618
36,1,network,397.2067
37,0,encoding,5.1068
37,1,network,394.9555
38,0,encoding,7.4579
38,1,network,392.231
39,0,encoding,8.1676
39,1,network,391.2428
40,0,encoding,3.5194
40,1,network,397.4095
41,0,encoding,3.609
41,1,network,396.1545
42,0,encoding,6.533
42,1,network,393.4111
43,0,encoding,6.9708
43,1,network,392.4815
44,0,encoding,8.4994
44,1,network,391.8532
45,0,encoding,6.9291
45,1,network,393.5052
46,0,encoding,5.4773
46,1,network,394.5257
47,0,encoding,8.3185
47,1,network,390.9185
48,0,encoding,9.0252
48,1,network,390.9969
49,0,encoding,3.6579
49,1,network,396.9801
50,0,encoding,3.633
50,1,network,396.6737
51,0,encoding,6.3833
51,1,network,392.8862
52,0,encoding,9.0177
52,1,network,391.1301
53,0,encoding,9.2602
53,1,network,390.4829
54,0,encoding,3.7
54,1,network,397.0654
55,0,encoding,5.9586
55,1,network,393.9778
56,0,encoding,8.7848
56,1,network,390.5713
57,0,encoding,7.1442
57,1,network,392.7701
58,0,encoding,3.5946
58,1,network,396.8546
59,0,encoding,5.3441
59,1,network,395.0427
60,0,encoding,8.7432
60,1,network,391.1404
61,0,encoding,8.6965
61,1,network,390.652
62,0,encoding,7.3348
62,1,network,393.1092
63,0,encoding,5.795
63,1,network,394.5249
64,0,encoding,7.9003
64,1,network,391.4792
65,0,encoding,6.6509
65,1,network,393.289
66,0,encoding,3.6072
66,1,network,397.1881
67,0,encoding,5.0508
67,1,network,394.9107
68,0,encoding,6.3924
68,1,network,393.711
69,0,encoding,9.1163
69,1,network,390.432
70,0,encoding,8.8454
70,1,network,391.1539
71,0,encoding,3.6757
71,1,network,396.6843
72,0,encoding,6.4449
72,1,network,393.6139
73,0,encoding,4.2874
73,1,network,395.5389
74,0,encoding,4.9463
74,1,network,394.9721
75,0,encoding,8.0558
75,1,network,391.6837
76,0,encoding,7.7809
76,1,network,392.7667
77,0,encoding,8.1682
77,1,network,391.4778
78,0,encoding,7.0375
78,1,network,392.7641
79,0,encoding,7.1888
79,1,network,392.7621
80,0,encoding,6.9201
80,1,network,393.6631
81,0,encoding,6.8116
81,1,network,393.0106
82,0,encoding,9.1801
82,1,network,398.9995
83,0,encoding,8.5578
83,1,network,391.4441
84,0,encoding,9.3633
84,1,network,398.6667
85,0,encoding,9.1084
85,1,network,390.4203
86,0,encoding,6.728
86,1,network,393.7762
87,0,encoding,8.9403
87,1,network,390.8782
88,0,encoding,6.4605
88,1,network,393.0554
89,0,encoding,7.2297
89,1,network,392.6981
90,0,encoding,6.963
90,1,network,393.0806
91,0,encoding,7.8084
91,1,network,392.414
92,0,encoding,5.7417
92,1,network,393.3436
93,0,encoding,3.6243
93,1,network,396.9973
94,0,encoding,8.7282
94,1,network,391.1566
95,0,encoding,7.456
95,1,network,392.711
96,0,encoding,6.905
96,1,network,392.9092
97,0,encoding,7.4732
97,1,network,392.3325
