data_index,message_index,message,time_ms
0,0,encoding,0.3405
0,1,network,2.3008
1,0,encoding,0.3762
1,1,network,2.0735
2,0,encoding,0.6153
2,1,network,6.3076
3,0,encoding,0.6757
3,1,network,2.7813
4,0,encoding,0.6788
4,1,network,3.1074
5,0,encoding,0.9874
5,1,network,3.4569
6,0,encoding,2.6714
6,1,network,4.9114
7,0,encoding,3.3741
7,1,network,9.1389
8,0,encoding,3.3481
8,1,network,7.6046
9,0,encoding,3.0601
9,1,network,9.1588
10,0,encoding,3.3644
10,1,network,7.3832
11,0,encoding,3.0618
11,1,network,8.055
12,0,encoding,3.4038
12,1,network,57.7188
13,0,encoding,4.2304
13,1,network,13.7301
14,0,encoding,3.8593
14,1,network,9.8092
15,0,encoding,3.2887
15,1,network,52.0983
16,0,encoding,3.9924
16,1,network,12.9856
17,0,encoding,3.5266
17,1,network,9.1835
18,0,encoding,3.2317
18,1,network,8.5515
19,0,encoding,3.4094
19,1,network,8.2134
20,0,encoding,3.2672
20,1,network,7.4913
21,0,encoding,3.3668
21,1,network,8.4248
22,0,encoding,3.0163
22,1,network,8.5727
23,0,encoding,3.0672
23,1,network,8.7886
24,0,encoding,3.4063
24,1,network,8.832
25,0,encoding,3.567
25,1,network,8.9419
26,0,encoding,3.416
26,1,network,9.5876
27,0,encoding,3.2351
27,1,network,8.3741
28,0,encoding,3.4537
28,1,network,9.5159
29,0,encoding,3.094
29,1,network,6.9147
30,0,encoding,3.4004
30,1,network,8.3315
31,0,encoding,3.2778
31,1,network,8.1691
32,0,encoding,3.1337
32,1,network,9.4979
33,0,encoding,3.3207
33,1,network,51.1361
34,0,encoding,4.283
34,1,network,12.8207
35,0,encoding,3.9429
35,1,network,8.6976
36,0,encoding,3.0853
36,1,network,9.7006
37,0,encoding,3.3913
37,1,network,8.006
38,0,encoding,3.2874
38,1,network,8.5139
39,0,encoding,3.4262
39,1,network,8.1028
40,0,encoding,3.1184
40,1,network,52.2675
41,0,encoding,4.0062
41,1,network,12.8106
42,0,encoding,4.2903
42,1,network,10.5848
43,0,encoding,3.3233
43,1,network,8.2241
44,0,encoding,3.3023
44,1,network,8.5117
45,0,encoding,3.3189
45,1,network,8.9555
46,0,encoding,2.9897
46,1,network,8.5304
47,0,encoding,3.3163
47,1,network,9.6007
48,0,encoding,3.7196
48,1,network,9.372
49,0,encoding,3.2913
49,1,network,8.1277
50,0,encoding,3.0353
50,1,network,8.505
51,0,encoding,3.6866
51,1,network,9.2363
52,0,encoding,2.8626
52,1,network,7.9553
53,0,encoding,3.3065
53,1,network,8.614
54,0,encoding,3.4325
54,1,network,9.6842
55,0,encoding,3.0781
55,1,network,50.594
56,0,encoding,4.1959
56,1,network,12.5132
57,0,encoding,4.2207
57,1,network,10.3229
58,0,encoding,3.352
58,1,network,9.4438
59,0,encoding,3.3163
59,1,network,52.0083
60,0,encoding,4.0748
60,1,network,12.5336
61,0,encoding,5.4985
61,1,network,10.4227
62,0,encoding,3.2968
62,1,network,8.7688
63,0,encoding,3.1324
63,1,network,9.3977
64,0,encoding,3.2124
64,1,network,9.4727
65,0,encoding,2.0744
65,1,network,9.3139
66,0,encoding,2.0399
66,1,network,9.2767
67,0,encoding,2.0402
67,1,network,53.0231
68,0,encoding,2.0061
68,1,network,7.6795
69,0,encoding,2.0073
69,1,network,8.4615
70,0,encoding,2.0479
70,1,network,8.7016
71,0,encoding,4.5894
71,1,network,56.1222
72,0,encoding,4.3844
72,1,network,10.7932
73,0,encoding,4.3336
73,1,network,12.9503
74,0,encoding,3.9573
74,1,network,55.1584
75,0,encoding,5.0218
75,1,network,12.9901
76,0,encoding,3.902
76,1,network,9.8294
77,0,encoding,3.2395
77,1,network,55.1566
78,0,encoding,4.3087
78,1,network,12.6921
79,0,encoding,3.9992
79,1,network,9.2732
80,0,encoding,3.3303
80,1,network,9.759
81,0,encoding,3.2184
81,1,network,8.4408
82,0,encoding,3.3686
82,1,network,9.3542
83,0,encoding,3.3673
83,1,network,7.9175
84,0,encoding,3.7649
84,1,network,55.5987
85,0,encoding,4.1124
85,1,network,13.6272
86,0,encoding,4.0165
86,1,network,9.6026
87,0,encoding,3.6007
87,1,network,8.5963
88,0,encoding,3.0237
88,1,network,9.6286
89,0,encoding,3.5554
89,1,network,8.767
90,0,encoding,3.3264
90,1,network,9.1495
91,0,encoding,2.9981
91,1,network,9.5284
92,0,encoding,2.9347
92,1,network,8.1524
93,0,encoding,2.6224
93,1,network,8.1876
94,0,encoding,4.1784
94,1,network,52.1421
95,0,encoding,3.9896
95,1,network,53.3417
96,0,encoding,3.9558
96,1,network,58.7615
97,0,encoding,3.9959
97,1,network,12.369
98,0,encoding,4.0595
98,1,network,10.4814
99,0,encoding,3.7585
99,1,network,8.9881
100,0,encoding,3.4284
100,1,network,9.9105
101,0,encoding,3.3672
101,1,network,51.5737
102,0,encoding,4.1325
102,1,network,13.3074
103,0,encoding,3.8009
103,1,network,12.6157
104,0,encoding,3.0607
104,1,network,8.6597
105,0,encoding,3.0055
105,1,network,8.2726
106,0,encoding,3.0563
106,1,network,51.4748
107,0,encoding,3.9521
107,1,network,12.6021
108,0,encoding,4.1216
108,1,network,10.5325
109,0,encoding,3.4246
109,1,network,53.8375
110,0,encoding,4.3743
110,1,network,12.371
111,0,encoding,3.8126
111,1,network,9.9586
112,0,encoding,3.0647
112,1,network,8.8941
113,0,encoding,3.1387
113,1,network,7.839
114,0,encoding,3.4324
114,1,network,7.4829
115,0,encoding,3.3031
115,1,network,14.2028
116,0,encoding,2.3756
116,1,network,5.3445
117,0,encoding,3.293
117,1,network,8.1569
118,0,encoding,3.8416
118,1,network,8.5803
119,0,encoding,3.247
119,1,network,6.9273
120,0,encoding,3.1761
120,1,network,8.5325
121,0,encoding,3.2853
121,1,network,52.553
122,0,encoding,4.1725
122,1,network,12.2157
123,0,encoding,4.238
123,1,network,9.3997
124,0,encoding,3.714
124,1,network,8.3564
125,0,encoding,3.2351
125,1,network,8.9325
126,0,encoding,2.9078
126,1,network,52.8256
127,0,encoding,4.0563
127,1,network,12.4275
128,0,encoding,4.2355
128,1,network,12.7766
129,0,encoding,3.8031
129,1,network,8.8721
130,0,encoding,3.6437
130,1,network,8.987
131,0,encoding,3.0467
131,1,network,7.2527
132,0,encoding,3.195
132,1,network,8.6863
133,0,encoding,3.6063
133,1,network,7.8462
134,0,encoding,3.1716
134,1,network,8.2059
135,0,encoding,3.3505
135,1,network,9.1737
136,0,encoding,3.0688
136,1,network,7.8515
137,0,encoding,3.2702
137,1,network,52.5321
138,0,encoding,4.1759
138,1,network,12.6565
139,0,encoding,3.7534
139,1,network,10.2811
140,0,encoding,3.2534
140,1,network,50.7257
141,0,encoding,3.9961
141,1,network,12.7254
142,0,encoding,4.2011
142,1,network,54.1735
143,0,encoding,4.1748
143,1,network,13.3457
144,0,encoding,4.1557
144,1,network,9.366
145,0,encoding,3.2292
145,1,network,9.0086
146,0,encoding,3.203
146,1,network,8.8848
147,0,encoding,3.0592
147,1,network,50.5796
148,0,encoding,4.183
148,1,network,12.4433
149,0,encoding,4.1692
149,1,network,10.1759
150,0,encoding,3.717
150,1,network,8.4147
151,0,encoding,2.99
151,1,network,9.4406
152,0,encoding,3.3939
152,1,network,6.9847
153,0,encoding,3.0512
153,1,network,9.2259
154,0,encoding,3.409
154,1,network,8.8334
155,0,encoding,3.0881
155,1,network,8.4233
156,0,encoding,3.2772
156,1,network,9.3384
157,0,encoding,3.3071
157,1,network,8.7965
158,0,encoding,3.3149
158,1,network,8.8609
159,0,encoding,3.3479
159,1,network,53.0173
160,0,encoding,4.0968
160,1,network,14.6386
161,0,encoding,3.4705
161,1,network,9.6081
162,0,encoding,3.3588
162,1,network,8.6537
163,0,encoding,3.2099
163,1,network,8.916
164,0,encoding,3.6564
164,1,network,9.2489
165,0,encoding,3.2924
165,1,network,7.1661
166,0,encoding,3.2709
166,1,network,54.805
167,0,encoding,4.1417
167,1,network,12.9256
168,0,encoding,3.6627
168,1,network,9.9343
169,0,encoding,3.0825
169,1,network,8.2388
170,0,encoding,3.2215
170,1,network,9.3078
171,0,encoding,3.3923
171,1,network,7.9833
172,0,encoding,3.1484
172,1,network,53.3363
173,0,encoding,4.2108
173,1,network,12.3698
174,0,encoding,3.8362
174,1,network,9.1955
175,0,encoding,3.5345
175,1,network,9.2878
176,0,encoding,3.214
176,1,network,8.152
177,0,encoding,3.0438
177,1,network,8.3312
178,0,encoding,3.0657
178,1,network,9.8285
179,0,encoding,3.2638
179,1,network,50.3111
180,0,encoding,4.5838
180,1,network,13.6781
181,0,encoding,3.8499
181,1,network,9.2969
182,0,encoding,3.3123
182,1,network,8.5829
183,0,encoding,3.2253
183,1,network,8.0988
184,0,encoding,3.3679
184,1,network,9.5085
185,0,encoding,3.3002
185,1,network,52.8352
186,0,encoding,4.3552
186,1,network,12.389
187,0,encoding,4.0355
187,1,network,9.8094
188,0,encoding,3.1995
188,1,network,9.4596
189,0,encoding,3.0718
189,1,network,8.7711
190,0,encoding,2.9844
190,1,network,9.2274
191,0,encoding,3.1342
191,1,network,8.8086
192,0,encoding,3.2713
192,1,network,9.225
193,0,encoding,3.7365
193,1,network,8.3411
194,0,encoding,3.105
194,1,network,51.3101
195,0,encoding,4.1575
195,1,network,12.4221
196,0,encoding,4.2422
196,1,network,12.1737
197,0,encoding,3.5589
197,1,network,54.0125
198,0,encoding,3.3145
198,1,network,12.7384
199,0,encoding,4.1586
199,1,network,10.9676
200,0,encoding,3.0877
200,1,network,8.7712
201,0,encoding,3.4408
201,1,network,8.6461
202,0,encoding,3.398
202,1,network,8.2458
203,0,encoding,3.1579
203,1,network,8.5937
204,0,encoding,3.0766
204,1,network,8.4867
205,0,encoding,3.1781
205,1,network,8.9071
206,0,encoding,3.3251
206,1,network,9.4893
207,0,encoding,3.3457
207,1,network,9.2294
