data_index,message_index,message,time_ms
0,0,encoding,0.0044
0,1,network,367.8199
1,0,encoding,0.0126
1,1,network,366.7973
2,0,encoding,0.0127
2,1,network,366.4973
3,0,encoding,0.0152
3,1,network,366.5648
4,0,encoding,0.0139
4,1,network,366.6889
5,0,encoding,0.0147
5,1,network,366.6566
6,0,encoding,0.0167
6,1,network,366.6872
7,0,encoding,0.0136
7,1,network,399.9516
8,0,encoding,0.0139
8,1,network,366.5607
9,0,encoding,0.0273
9,1,network,400.115
10,0,encoding,0.017
10,1,network,366.4319
11,0,encoding,0.0137
11,1,network,366.5068
12,0,encoding,0.0138
12,1,network,366.6018
13,0,encoding,0.0133
13,1,network,366.651
14,0,encoding,0.0076
14,1,network,367.1481
15,0,encoding,0.0151
15,1,network,399.3968
16,0,encoding,0.0079
16,1,network,366.7665
17,0,encoding,0.0162
17,1,network,366.5327
18,0,encoding,0.015
18,1,network,366.7165
19,0,encoding,0.0169
19,1,network,366.5743
20,0,encoding,0.007
20,1,network,366.6018
21,0,encoding,0.0112
21,1,network,366.5257
22,0,encoding,0.0103
22,1,network,366.9269
23,0,encoding,0.0112
23,1,network,366.3169
24,0,encoding,0.0121
24,1,network,400.0996
25,0,encoding,0.0147
25,1,network,366.6714
26,0,encoding,0.0136
26,1,network,366.4489
27,0,encoding,0.0119
27,1,network,366.599
28,0,encoding,0.014
28,1,network,366.6383
29,0,encoding,0.0169
29,1,network,366.8432
30,0,encoding,0.0152
30,1,network,399.9788
31,0,encoding,0.0129
31,1,network,366.8629
32,0,encoding,0.0081
32,1,network,399.4924
33,0,encoding,0.0177
33,1,network,366.9529
34,0,encoding,0.0166
34,1,network,399.6541
35,0,encoding,0.0107
35,1,network,366.6964
36,0,encoding,0.0122
36,1,network,399.8671
37,0,encoding,0.0175
37,1,network,366.6964
38,0,encoding,0.0152
38,1,network,400.0532
39,0,encoding,0.0137
39,1,network,366.6058
40,0,encoding,0.0109
40,1,network,399.9325
41,0,encoding,0.0129
41,1,network,366.6721
42,0,encoding,0.0148
42,1,network,399.9553
43,0,encoding,0.0106
43,1,network,400.3078
44,0,encoding,0.0158
44,1,network,366.6629
45,0,encoding,0.0153
45,1,network,366.2497
46,0,encoding,0.0096
46,1,network,366.6875
47,0,encoding,0.0104
47,1,network,400.0274
