data_index,message_index,message,time_ms
0,0,encoding,0.0929
0,1,network,33.3821
1,0,encoding,0.1031
1,1,network,33.0882
2,0,encoding,0.1272
2,1,network,33.2339
3,0,encoding,0.1802
3,1,network,33.1108
4,0,encoding,0.1807
4,1,network,33.3277
5,0,encoding,0.268
5,1,network,33.8659
6,0,encoding,0.7367
6,1,network,32.7971
7,0,encoding,1.1133
7,1,network,31.8886
8,0,encoding,1.1973
8,1,network,32.0653
9,0,encoding,1.0778
9,1,network,31.9211
10,0,encoding,1.1468
10,1,network,31.9378
11,0,encoding,0.923
11,1,network,32.3661
12,0,encoding,1.189
12,1,network,31.7855
13,0,encoding,0.9429
13,1,network,32.5812
14,0,encoding,1.1768
14,1,network,31.9498
15,0,encoding,1.2161
15,1,network,32.0016
16,0,encoding,1.1973
16,1,network,32.0237
17,0,encoding,1.1701
17,1,network,31.942
18,0,encoding,1.1694
18,1,network,31.9135
19,0,encoding,1.1701
19,1,network,32.0085
20,0,encoding,1.1949
20,1,network,31.9349
21,0,encoding,1.2136
21,1,network,31.9112
22,0,encoding,1.2794
22,1,network,32.2882
23,0,encoding,1.8032
23,1,network,31.3574
24,0,encoding,1.2084
24,1,network,31.3835
25,0,encoding,1.1515
25,1,network,32.1307
26,0,encoding,1.1968
26,1,network,31.7883
27,0,encoding,1.2006
27,1,network,32.0578
28,0,encoding,1.2611
28,1,network,31.708
29,0,encoding,1.204
29,1,network,32.1591
30,0,encoding,1.3038
30,1,network,31.5998
31,0,encoding,1.2093
31,1,network,32.1469
32,0,encoding,0.94
32,1,network,31.9557
33,0,encoding,1.214
33,1,network,31.9162
34,0,encoding,0.9501
34,1,network,32.2675
35,0,encoding,1.199
35,1,network,31.8483
36,0,encoding,0.9261
36,1,network,32.3796
37,0,encoding,1.258
37,1,network,32.0124
38,0,encoding,1.1828
38,1,network,31.933
39,0,encoding,1.1833
39,1,network,31.9794
40,0,encoding,1.1947
40,1,network,31.9245
41,0,encoding,1.2736
41,1,network,31.9217
42,0,encoding,1.1756
42,1,network,32.0599
43,0,encoding,1.2269
43,1,network,31.8786
44,0,encoding,1.1778
44,1,network,32.3472
45,0,encoding,1.8562
45,1,network,31.3097
46,0,encoding,1.8696
46,1,network,30.8375
47,0,encoding,1.1778
47,1,network,31.918
48,0,encoding,1.1907
48,1,network,31.995
49,0,encoding,1.2196
49,1,network,31.9586
50,0,encoding,1.2035
50,1,network,31.977
51,0,encoding,1.2509
51,1,network,31.8828
52,0,encoding,1.2009
52,1,network,32.1794
53,0,encoding,1.2382
53,1,network,31.5041
54,0,encoding,1.1814
54,1,network,32.4221
55,0,encoding,0.9037
55,1,network,31.8451
56,0,encoding,1.179
56,1,network,32.0856
57,0,encoding,0.9039
57,1,network,32.1304
58,0,encoding,1.2317
58,1,network,31.8247
59,0,encoding,0.9032
59,1,network,32.7939
60,0,encoding,1.7042
60,1,network,30.9564
61,0,encoding,0.9198
61,1,network,32.4462
62,0,encoding,1.1787
62,1,network,32.0889
63,0,encoding,1.1968
63,1,network,31.8196
64,0,encoding,1.1641
64,1,network,32.3855
65,0,encoding,1.8399
65,1,network,30.9047
66,0,encoding,1.1867
66,1,network,32.2226
67,0,encoding,1.8074
67,1,network,30.9472
68,0,encoding,1.2245
68,1,network,32.3861
69,0,encoding,1.1978
69,1,network,31.578
70,0,encoding,1.227
70,1,network,32.3938
71,0,encoding,1.7719
71,1,network,31.0995
72,0,encoding,1.3008
72,1,network,31.5021
73,0,encoding,1.2336
73,1,network,32.1169
74,0,encoding,1.1998
74,1,network,31.8007
75,0,encoding,1.1917
75,1,network,32.0593
76,0,encoding,1.1784
76,1,network,31.9543
77,0,encoding,1.1804
77,1,network,32.2404
78,0,encoding,1.1918
78,1,network,31.4313
79,0,encoding,1.2037
79,1,network,32.1407
80,0,encoding,0.9864
80,1,network,32.041
81,0,encoding,1.1726
81,1,network,31.8023
82,0,encoding,0.8927
82,1,network,32.4395
83,0,encoding,1.1736
83,1,network,31.9545
84,0,encoding,1.601
84,1,network,31.6171
85,0,encoding,1.1822
85,1,network,32.3909
86,0,encoding,1.8039
86,1,network,30.9647
87,0,encoding,1.3496
87,1,network,31.8039
88,0,encoding,1.2826
88,1,network,31.8586
89,0,encoding,1.1885
89,1,network,31.9282
90,0,encoding,1.1996
90,1,network,32.0226
91,0,encoding,1.2115
91,1,network,31.9114
92,0,encoding,1.2613
92,1,network,31.9736
93,0,encoding,1.3147
93,1,network,31.8406
94,0,encoding,1.2871
94,1,network,31.8588
95,0,encoding,1.1816
95,1,network,31.8628
96,0,encoding,1.2223
96,1,network,31.999
97,0,encoding,1.2829
97,1,network,31.6694
98,0,encoding,1.1784
98,1,network,31.8585
99,0,encoding,1.224
99,1,network,32.1379
100,0,encoding,1.2219
100,1,network,32.0362
101,0,encoding,1.1894
101,1,network,31.6503
102,0,encoding,1.2476
102,1,network,32.2105
103,0,encoding,0.9789
103,1,network,31.9689
104,0,encoding,1.203
104,1,network,31.9665
105,0,encoding,0.9022
105,1,network,32.239
106,0,encoding,1.2342
106,1,network,32.0515
107,0,encoding,1.1417
107,1,network,31.8114
108,0,encoding,1.2966
108,1,network,32.0741
