data_index,message_index,message,time_ms
0,0,encoding,2.4025
0,1,network,248.1628
1,0,encoding,3.7443
1,1,network,244.9124
2,0,encoding,4.0914
2,1,network,249.1966
3,0,encoding,4.1629
3,1,network,254.1542
4,0,encoding,4.2278
4,1,network,254.308
5,0,encoding,3.8269
5,1,network,250.7818
6,0,encoding,3.0168
6,1,network,248.3064
7,0,encoding,4.131
7,1,network,248.1894
8,0,encoding,3.8739
8,1,network,250.5442
9,0,encoding,4.2326
9,1,network,256.0933
10,0,encoding,3.7821
10,1,network,253.3733
11,0,encoding,3.761
11,1,network,250.5503
12,0,encoding,3.7125
12,1,network,251.7041
13,0,encoding,4.3069
13,1,network,252.2071
14,0,encoding,4.1507
14,1,network,252.6741
15,0,encoding,2.2951
15,1,network,251.1235
16,0,encoding,4.1524
16,1,network,247.9351
17,0,encoding,3.7726
17,1,network,254.1335
18,0,encoding,3.5628
18,1,network,250.9115
19,0,encoding,4.1469
19,1,network,246.9482
20,0,encoding,4.0828
20,1,network,254.9049
21,0,encoding,4.0923
21,1,network,252.4696
22,0,encoding,4.297
22,1,network,254.3567
23,0,encoding,3.7527
23,1,network,254.8463
24,0,encoding,3.1466
24,1,network,255.1924
25,0,encoding,4.2325
25,1,network,255.9438
26,0,encoding,3.9076
26,1,network,251.8663
27,0,encoding,4.0814
27,1,network,253.82
28,0,encoding,4.1291
28,1,network,252.3052
29,0,encoding,3.7571
29,1,network,251.7267
30,0,encoding,3.0931
30,1,network,250.4123
31,0,encoding,4.3521
31,1,network,253.2584
32,0,encoding,4.2012
32,1,network,251.1427
33,0,encoding,4.1746
33,1,network,250.8943
34,0,encoding,4.0729
34,1,network,249.092
35,0,encoding,3.7667
35,1,network,252.8806
36,0,encoding,3.2622
36,1,network,252.1928
37,0,encoding,4.2114
37,1,network,253.5054
38,0,encoding,4.0393
38,1,network,251.4423
39,0,encoding,3.9474
39,1,network,252.4641
40,0,encoding,4.0089
40,1,network,258.6694
41,0,encoding,3.8386
41,1,network,251.5851
42,0,encoding,3.0747
