data_index,message_index,message,time_ms
0,0,encoding,0.3349
0,1,network,3.1913
1,0,encoding,0.3306
1,1,network,2.2684
2,0,encoding,0.3362
2,1,network,2.3705
3,0,encoding,0.3239
3,1,network,3.0772
4,0,encoding,0.3292
4,1,network,2.299
5,0,encoding,0.3456
5,1,network,2.227
6,0,encoding,0.3368
6,1,network,3.4244
7,0,encoding,0.3424
7,1,network,3.1677
8,0,encoding,0.3256
8,1,network,3.2475
9,0,encoding,0.3472
9,1,network,3.5138
10,0,encoding,0.3483
10,1,network,3.7784
11,0,encoding,0.3452
11,1,network,3.5445
12,0,encoding,0.3476
12,1,network,2.4324
13,0,encoding,0.3794
13,1,network,2.5628
14,0,encoding,0.3614
14,1,network,2.2683
15,0,encoding,0.3627
15,1,network,2.3473
16,0,encoding,0.3788
16,1,network,2.2878
17,0,encoding,0.3818
17,1,network,2.6931
18,0,encoding,0.376
18,1,network,2.3036
19,0,encoding,0.3771
19,1,network,2.6076
20,0,encoding,0.3808
20,1,network,2.6822
21,0,encoding,0.3639
21,1,network,2.6803
22,0,encoding,0.3743
22,1,network,2.648
23,0,encoding,0.3807
23,1,network,2.7877
24,0,encoding,0.385
24,1,network,2.7806
25,0,encoding,0.3625
25,1,network,2.5337
26,0,encoding,0.3781
26,1,network,2.5242
27,0,encoding,0.3634
27,1,network,2.3187
28,0,encoding,0.3775
28,1,network,2.2133
29,0,encoding,0.3796
29,1,network,2.2036
30,0,encoding,0.3792
30,1,network,3.0296
31,0,encoding,0.3769
31,1,network,2.2787
32,0,encoding,0.3703
32,1,network,2.49
33,0,encoding,0.4705
33,1,network,2.773
34,0,encoding,0.4551
34,1,network,2.688
35,0,encoding,0.4624
35,1,network,2.4924
36,0,encoding,0.4777
36,1,network,2.4242
37,0,encoding,0.4711
37,1,network,2.3118
38,0,encoding,0.4563
38,1,network,2.7683
39,0,encoding,0.4725
39,1,network,2.7399
40,0,encoding,0.4566
40,1,network,2.6956
41,0,encoding,0.4701
41,1,network,2.9077
42,0,encoding,0.4736
42,1,network,2.6855
43,0,encoding,0.4638
43,1,network,2.81
44,0,encoding,0.4565
44,1,network,2.9072
45,0,encoding,0.4599
45,1,network,2.6446
46,0,encoding,0.4713
46,1,network,3.427
47,0,encoding,0.4582
47,1,network,3.6181
48,0,encoding,0.4748
48,1,network,3.1762
49,0,encoding,0.4578
49,1,network,3.5244
50,0,encoding,0.4553
50,1,network,3.6037
51,0,encoding,0.4729
51,1,network,2.6671
52,0,encoding,0.4794
52,1,network,2.4286
53,0,encoding,0.4556
53,1,network,2.4658
54,0,encoding,0.4737
54,1,network,2.6892
55,0,encoding,0.4674
55,1,network,2.733
56,0,encoding,0.4688
56,1,network,2.7722
57,0,encoding,0.4687
57,1,network,2.5262
58,0,encoding,0.4685
58,1,network,2.8755
59,0,encoding,0.4688
59,1,network,3.1222
60,0,encoding,0.4748
60,1,network,2.9312
61,0,encoding,0.4784
61,1,network,3.4544
62,0,encoding,0.4599
62,1,network,3.4606
63,0,encoding,0.4702
63,1,network,2.4154
64,0,encoding,0.4725
64,1,network,2.3378
65,0,encoding,0.4656
65,1,network,3.7794
66,0,encoding,0.4746
66,1,network,2.2752
67,0,encoding,0.4738
67,1,network,3.2087
68,0,encoding,0.4571
68,1,network,3.4629
69,0,encoding,0.4734
69,1,network,2.6473
70,0,encoding,0.4742
70,1,network,2.915
71,0,encoding,0.4746
71,1,network,2.6813
72,0,encoding,0.471
72,1,network,2.6207
73,0,encoding,0.6779
73,1,network,3.0271
74,0,encoding,0.4642
74,1,network,2.7794
75,0,encoding,0.4727
75,1,network,3.1197
76,0,encoding,0.4583
76,1,network,2.743
77,0,encoding,0.6324
77,1,network,3.1004
78,0,encoding,0.4739
78,1,network,2.6334
79,0,encoding,0.4703
79,1,network,2.976
80,0,encoding,0.6754
80,1,network,2.8122
81,0,encoding,0.4599
81,1,network,12.2907
82,0,encoding,0.6686
82,1,network,3.88
83,0,encoding,0.6815
83,1,network,3.8094
84,0,encoding,0.6781
84,1,network,3.8213
85,0,encoding,0.6615
85,1,network,3.7647
86,0,encoding,0.6687
86,1,network,3.7344
87,0,encoding,0.6607
87,1,network,3.6258
88,0,encoding,0.6687
88,1,network,4.093
89,0,encoding,0.6656
89,1,network,4.0121
90,0,encoding,0.682
90,1,network,3.6881
91,0,encoding,0.6578
91,1,network,3.9718
92,0,encoding,0.6728
92,1,network,3.9142
93,0,encoding,0.658
93,1,network,3.8768
94,0,encoding,0.682
94,1,network,2.9987
95,0,encoding,0.682
95,1,network,3.955
96,0,encoding,0.6845
96,1,network,3.6526
97,0,encoding,0.6607
97,1,network,3.6513
98,0,encoding,0.6608
98,1,network,3.7446
99,0,encoding,0.675
99,1,network,3.9868
100,0,encoding,0.6666
100,1,network,3.8119
101,0,encoding,0.6622
101,1,network,3.8304
102,0,encoding,0.6819
102,1,network,2.9848
103,0,encoding,0.6799
103,1,network,3.7543
104,0,encoding,0.6777
104,1,network,3.7745
105,0,encoding,0.666
105,1,network,3.9092
106,0,encoding,0.6846
106,1,network,3.5291
107,0,encoding,0.6644
107,1,network,3.8668
108,0,encoding,0.6599
108,1,network,4.1345
109,0,encoding,0.6549
109,1,network,4.0428
110,0,encoding,0.6777
110,1,network,3.7755
111,0,encoding,0.6847
111,1,network,4.1964
112,0,encoding,0.6815
112,1,network,3.7423
113,0,encoding,0.6778
113,1,network,3.8988
114,0,encoding,0.6807
114,1,network,3.8098
115,0,encoding,0.6784
115,1,network,3.1818
116,0,encoding,0.6791
116,1,network,3.8334
117,0,encoding,0.6664
117,1,network,4.5984
118,0,encoding,0.6627
118,1,network,3.556
119,0,encoding,0.6693
119,1,network,3.4995
120,0,encoding,0.4612
120,1,network,2.4229
121,0,encoding,0.4721
121,1,network,3.5161
122,0,encoding,0.6825
122,1,network,3.8924
123,0,encoding,0.682
123,1,network,3.8039
124,0,encoding,0.4587
124,1,network,2.5122
125,0,encoding,0.6782
125,1,network,3.0252
126,0,encoding,0.6886
126,1,network,3.7806
127,0,encoding,0.6688
127,1,network,3.9814
128,0,encoding,0.6772
128,1,network,3.4598
129,0,encoding,0.4735
129,1,network,3.6358
130,0,encoding,0.6608
130,1,network,3.4547
131,0,encoding,0.6785
131,1,network,3.8234
132,0,encoding,0.6797
132,1,network,3.7691
133,0,encoding,0.6639
133,1,network,3.5354
134,0,encoding,0.6649
134,1,network,3.5907
135,0,encoding,0.6798
135,1,network,3.8832
136,0,encoding,0.6809
136,1,network,3.7922
137,0,encoding,0.6628
137,1,network,3.7208
138,0,encoding,0.6801
138,1,network,3.543
139,0,encoding,0.4612
139,1,network,2.856
140,0,encoding,0.6203
140,1,network,3.0933
141,0,encoding,0.4731
141,1,network,2.6426
142,0,encoding,0.4648
142,1,network,2.8498
143,0,encoding,0.6765
143,1,network,2.6542
144,0,encoding,0.476
144,1,network,2.3707
145,0,encoding,0.4705
145,1,network,2.6035
146,0,encoding,0.4747
146,1,network,2.7903
147,0,encoding,0.6611
147,1,network,3.9354
148,0,encoding,0.6671
148,1,network,4.1087
149,0,encoding,0.6649
149,1,network,3.4785
150,0,encoding,0.6673
150,1,network,3.9434
151,0,encoding,0.675
151,1,network,3.6859
152,0,encoding,0.6605
152,1,network,3.6214
153,0,encoding,0.6627
153,1,network,3.5161
154,0,encoding,0.681
154,1,network,3.8748
155,0,encoding,0.4745
155,1,network,3.4231
156,0,encoding,0.6694
156,1,network,3.8885
157,0,encoding,0.678
157,1,network,3.5726
158,0,encoding,2.2559
158,1,network,3.8606
159,0,encoding,0.6581
159,1,network,3.9075
160,0,encoding,0.4795
160,1,network,3.9277
161,0,encoding,0.6478
161,1,network,3.857
162,0,encoding,0.6562
162,1,network,3.9896
163,0,encoding,0.6554
163,1,network,3.5077
164,0,encoding,0.4532
164,1,network,3.6237
165,0,encoding,0.6748
165,1,network,3.69
166,0,encoding,0.6676
166,1,network,3.8348
167,0,encoding,0.654
167,1,network,4.2752
168,0,encoding,0.6635
168,1,network,3.9731
169,0,encoding,0.6735
169,1,network,3.7984
170,0,encoding,0.6647
170,1,network,4.0739
171,0,encoding,0.6719
171,1,network,3.5455
172,0,encoding,0.6526
172,1,network,3.6991
173,0,encoding,0.6711
173,1,network,3.7199
174,0,encoding,0.668
174,1,network,4.1547
175,0,encoding,0.6699
175,1,network,3.8175
176,0,encoding,0.6687
176,1,network,3.9917
177,0,encoding,0.6524
177,1,network,3.7262
178,0,encoding,0.658
178,1,network,4.0974
179,0,encoding,0.6716
179,1,network,3.6885
180,0,encoding,0.6586
180,1,network,3.6233
181,0,encoding,0.655
181,1,network,3.66
182,0,encoding,0.6701
182,1,network,3.6277
183,0,encoding,0.6544
183,1,network,3.7113
184,0,encoding,0.6778
184,1,network,3.9767
185,0,encoding,0.6545
185,1,network,3.6895
186,0,encoding,0.6725
186,1,network,3.5365
187,0,encoding,0.6733
187,1,network,3.8616
188,0,encoding,0.4542
188,1,network,2.5069
189,0,encoding,0.674
189,1,network,2.7748
190,0,encoding,0.4558
190,1,network,3.6508
191,0,encoding,0.454
191,1,network,3.2837
192,0,encoding,0.4874
192,1,network,3.95
193,0,encoding,0.6713
193,1,network,3.5594
194,0,encoding,0.4664
194,1,network,12.236
195,0,encoding,0.6717
195,1,network,2.7212
196,0,encoding,0.6565
196,1,network,3.7292
197,0,encoding,0.6577
197,1,network,3.762
