data_index,message_index,message,time_ms
0,0,encoding,0.3671
0,1,network,34.9442
1,0,encoding,0.4274
1,1,network,32.871
2,0,encoding,0.5254
2,1,network,32.8356
3,0,encoding,0.7669
3,1,network,32.5471
4,0,encoding,0.7805
4,1,network,32.6085
5,0,encoding,1.1297
5,1,network,32.1537
6,0,encoding,1.1311
6,1,network,33.0131
7,0,encoding,4.9583
7,1,network,28.2142
8,0,encoding,4.2027
8,1,network,28.9989
9,0,encoding,4.3134
9,1,network,29.0454
10,0,encoding,4.6593
10,1,network,28.3057
11,0,encoding,4.3288
11,1,network,28.9644
12,0,encoding,4.6653
12,1,network,28.3851
13,0,encoding,4.29
13,1,network,28.9447
14,0,encoding,4.8699
14,1,network,28.4175
15,0,encoding,4.8501
15,1,network,28.0839
16,0,encoding,4.294
16,1,network,28.9287
17,0,encoding,4.3687
17,1,network,28.8835
18,0,encoding,4.3347
18,1,network,28.9101
19,0,encoding,4.7846
19,1,network,28.133
20,0,encoding,4.4105
20,1,network,28.8582
21,0,encoding,4.6073
21,1,network,28.6887
22,0,encoding,4.7493
22,1,network,28.2329
23,0,encoding,4.3907
23,1,network,28.8381
24,0,encoding,4.4667
24,1,network,28.791
25,0,encoding,4.6778
25,1,network,28.3721
26,0,encoding,4.3208
26,1,network,28.7646
27,0,encoding,4.9626
27,1,network,28.4377
28,0,encoding,4.8993
28,1,network,28.0595
29,0,encoding,4.3298
29,1,network,28.8968
30,0,encoding,4.5278
30,1,network,28.6077
31,0,encoding,4.268
31,1,network,28.8621
32,0,encoding,4.7819
32,1,network,28.5111
33,0,encoding,4.4281
33,1,network,28.6855
34,0,encoding,4.5619
34,1,network,28.5247
35,0,encoding,4.246
35,1,network,29.1061
36,0,encoding,4.8587
36,1,network,28.218
37,0,encoding,4.4683
37,1,network,28.64
38,0,encoding,4.3197
38,1,network,29.0099
39,0,encoding,4.8267
39,1,network,28.1064
40,0,encoding,4.2456
40,1,network,29.0161
41,0,encoding,4.6226
41,1,network,28.5327
42,0,encoding,4.4673
42,1,network,28.6964
43,0,encoding,4.721
43,1,network,28.3264
44,0,encoding,4.5146
44,1,network,28.7197
45,0,encoding,4.4569
45,1,network,28.9197
46,0,encoding,4.8765
46,1,network,28.0747
47,0,encoding,4.2426
47,1,network,29.093
48,0,encoding,4.2429
48,1,network,28.9083
49,0,encoding,4.9963
49,1,network,27.9791
50,0,encoding,4.3848
50,1,network,28.8679
51,0,encoding,4.3835
51,1,network,28.741
52,0,encoding,4.2655
52,1,network,28.9036
53,0,encoding,4.8399
53,1,network,28.4921
54,0,encoding,4.6362
54,1,network,28.3942
55,0,encoding,4.44
55,1,network,28.6494
56,0,encoding,4.361
56,1,network,28.9506
57,0,encoding,5.1648
57,1,network,27.7873
58,0,encoding,4.243
58,1,network,28.9352
59,0,encoding,4.468
59,1,network,28.8715
60,0,encoding,4.9549
60,1,network,28.0141
61,0,encoding,4.6368
61,1,network,28.6622
62,0,encoding,4.3519
62,1,network,28.8444
63,0,encoding,4.3832
63,1,network,28.7053
64,0,encoding,4.3796
64,1,network,28.7848
65,0,encoding,4.237
65,1,network,29.0567
66,0,encoding,4.8267
66,1,network,28.1222
67,0,encoding,4.1964
67,1,network,29.1347
68,0,encoding,4.7253
68,1,network,28.514
69,0,encoding,4.6827
69,1,network,28.446
70,0,encoding,4.3171
70,1,network,28.7419
71,0,encoding,4.2901
71,1,network,28.9062
72,0,encoding,4.9985
72,1,network,28.0303
73,0,encoding,4.4496
73,1,network,28.7133
74,0,encoding,4.9391
74,1,network,28.4435
75,0,encoding,4.6871
75,1,network,28.2439
76,0,encoding,4.2428
76,1,network,28.8993
77,0,encoding,4.6626
77,1,network,28.6341
78,0,encoding,4.1909
78,1,network,28.8408
79,0,encoding,4.6825
79,1,network,28.4823
80,0,encoding,4.4044
80,1,network,28.7672
81,0,encoding,4.2601
81,1,network,28.8795
82,0,encoding,4.6097
82,1,network,28.4874
83,0,encoding,4.2388
83,1,network,28.9997
84,0,encoding,4.4767
84,1,network,28.7375
85,0,encoding,4.2594
85,1,network,28.8142
86,0,encoding,4.3229
86,1,network,29.0981
87,0,encoding,4.6318
87,1,network,28.131
88,0,encoding,4.3419
88,1,network,28.9404
89,0,encoding,4.3557
89,1,network,29.0095
90,0,encoding,4.6743
90,1,network,28.4494
91,0,encoding,4.0068
91,1,network,29.0415
92,0,encoding,4.3087
92,1,network,29.0927
93,0,encoding,4.3057
93,1,network,28.9733
94,0,encoding,4.8243
94,1,network,28.0292
95,0,encoding,4.2228
95,1,network,29.1882
96,0,encoding,4.7835
96,1,network,28.5831
97,0,encoding,4.3586
97,1,network,28.403
98,0,encoding,4.3133
98,1,network,29.053
99,0,encoding,4.8041
99,1,network,28.2043
100,0,encoding,4.1747
100,1,network,28.9383
101,0,encoding,4.3582
101,1,network,29.0501
102,0,encoding,4.7893
102,1,network,28.1491
103,0,encoding,4.2873
103,1,network,28.888
104,0,encoding,4.7455
104,1,network,28.3781
105,0,encoding,4.4717
105,1,network,28.6664
106,0,encoding,4.3278
106,1,network,28.9505
107,0,encoding,4.576
107,1,network,28.6366
108,0,encoding,4.3686
108,1,network,28.6226
109,0,encoding,4.1533
109,1,network,29.0504
110,0,encoding,4.9405
110,1,network,28.2188
111,0,encoding,3.5266
111,1,network,29.6438
112,0,encoding,4.0461
112,1,network,29.061
113,0,encoding,4.8544
113,1,network,28.4935
114,0,encoding,4.9519
114,1,network,28.0516
115,0,encoding,4.1239
115,1,network,28.7666
116,0,encoding,4.4548
116,1,network,29.0909
117,0,encoding,3.6256
117,1,network,29.599
118,0,encoding,4.7671
118,1,network,28.0022
119,0,encoding,4.4558
119,1,network,28.9181
120,0,encoding,5.2879
