data_index,message_index,message,time_ms
0,0,encoding,0.0047
0,1,network,1.9944
1,0,encoding,0.0049
1,1,network,1.94
2,0,encoding,0.0087
2,1,network,2.1035
3,0,encoding,0.0062
3,1,network,2.5616
4,0,encoding,0.0063
4,1,network,3.1448
5,0,encoding,0.0096
5,1,network,10.9853
6,0,encoding,0.0295
6,1,network,8.0989
7,0,encoding,0.0382
7,1,network,10.0641
8,0,encoding,0.0505
8,1,network,11.302
9,0,encoding,0.0324
9,1,network,10.4776
10,0,encoding,0.0341
10,1,network,55.8795
11,0,encoding,0.0693
11,1,network,56.3922
12,0,encoding,0.0374
12,1,network,54.1704
13,0,encoding,0.034
13,1,network,12.1803
14,0,encoding,0.0327
14,1,network,53.964
15,0,encoding,0.0465
15,1,network,55.3442
16,0,encoding,0.0265
16,1,network,56.959
17,0,encoding,0.0362
17,1,network,13.5477
18,0,encoding,0.0415
18,1,network,11.7398
19,0,encoding,0.0323
19,1,network,55.7297
20,0,encoding,0.0359
20,1,network,56.3097
21,0,encoding,0.0338
21,1,network,54.8676
22,0,encoding,0.0608
22,1,network,59.1162
23,0,encoding,0.0476
23,1,network,56.7935
24,0,encoding,0.0464
24,1,network,61.7611
25,0,encoding,0.042
25,1,network,54.8066
26,0,encoding,0.0361
26,1,network,56.4868
27,0,encoding,0.0297
27,1,network,53.9359
28,0,encoding,0.0308
28,1,network,12.072
29,0,encoding,0.0377
29,1,network,12.9714
30,0,encoding,0.0431
30,1,network,56.2537
31,0,encoding,0.0435
31,1,network,57.8414
32,0,encoding,0.0378
32,1,network,58.8241
33,0,encoding,0.0404
33,1,network,56.2051
34,0,encoding,0.0366
34,1,network,57.8517
35,0,encoding,0.1158
35,1,network,54.808
36,0,encoding,0.0844
36,1,network,56.7099
37,0,encoding,0.0916
37,1,network,53.9532
38,0,encoding,0.1069
38,1,network,58.5477
39,0,encoding,0.1176
39,1,network,59.533
40,0,encoding,0.1126
40,1,network,57.022
41,0,encoding,0.1098
41,1,network,14.5671
42,0,encoding,0.056
42,1,network,54.022
43,0,encoding,0.1122
43,1,network,58.264
44,0,encoding,0.1103
44,1,network,55.0849
45,0,encoding,0.1222
45,1,network,57.0172
46,0,encoding,0.1076
46,1,network,58.4603
47,0,encoding,0.0998
47,1,network,56.1663
48,0,encoding,0.0808
48,1,network,53.6656
49,0,encoding,0.1149
49,1,network,54.7338
50,0,encoding,0.1033
50,1,network,59.9858
51,0,encoding,0.072
51,1,network,12.902
52,0,encoding,0.1261
52,1,network,12.0973
53,0,encoding,0.0333
53,1,network,12.1458
54,0,encoding,0.0308
54,1,network,10.7999
55,0,encoding,0.0367
55,1,network,55.6917
56,0,encoding,0.0452
56,1,network,53.771
57,0,encoding,0.0681
57,1,network,58.1558
58,0,encoding,0.0512
58,1,network,56.2084
59,0,encoding,0.0528
59,1,network,61.0259
60,0,encoding,0.0631
60,1,network,58.4346
61,0,encoding,0.0473
61,1,network,55.8735
62,0,encoding,0.0386
62,1,network,53.2019
63,0,encoding,0.0451
63,1,network,54.1043
64,0,encoding,0.0554
64,1,network,55.1195
65,0,encoding,0.0506
65,1,network,56.8207
66,0,encoding,0.0461
66,1,network,12.5635
67,0,encoding,0.05
67,1,network,12.7089
68,0,encoding,0.0447
68,1,network,55.5193
69,0,encoding,0.045
69,1,network,60.5044
70,0,encoding,0.0444
70,1,network,54.2869
71,0,encoding,0.0316
71,1,network,55.5164
72,0,encoding,0.0608
72,1,network,57.3202
73,0,encoding,0.0505
73,1,network,53.7578
74,0,encoding,0.0536
74,1,network,55.3747
75,0,encoding,0.0285
75,1,network,57.0315
76,0,encoding,0.0324
76,1,network,54.4535
77,0,encoding,0.0334
77,1,network,55.4878
78,0,encoding,0.0457
78,1,network,56.6176
79,0,encoding,0.0436
79,1,network,57.2921
80,0,encoding,0.0433
80,1,network,12.8101
81,0,encoding,0.0294
81,1,network,12.6489
82,0,encoding,0.0501
82,1,network,12.0066
83,0,encoding,0.0458
83,1,network,59.2516
84,0,encoding,0.0508
84,1,network,56.7804
85,0,encoding,0.0392
85,1,network,61.2601
86,0,encoding,0.0435
86,1,network,54.8707
87,0,encoding,0.0452
87,1,network,60.519
88,0,encoding,0.0519
