data_index,message_index,message,time_ms
0,0,encoding,0.0936
0,1,network,267.5117
1,0,encoding,1.7596
1,1,network,264.7525
2,0,encoding,1.7361
2,1,network,264.7866
3,0,encoding,1.7848
3,1,network,264.7727
4,0,encoding,1.7552
4,1,network,264.7829
5,0,encoding,1.771
5,1,network,264.7447
6,0,encoding,1.873
6,1,network,264.6914
7,0,encoding,1.7426
7,1,network,264.66
8,0,encoding,1.7839
8,1,network,264.775
9,0,encoding,1.7478
9,1,network,264.8278
10,0,encoding,1.7818
10,1,network,264.7634
11,0,encoding,1.7507
11,1,network,264.7506
12,0,encoding,1.8447
12,1,network,264.7119
13,0,encoding,1.7921
13,1,network,264.7561
14,0,encoding,1.8045
14,1,network,264.7078
15,0,encoding,1.8121
15,1,network,264.6866
16,0,encoding,1.8081
16,1,network,264.7512
17,0,encoding,1.7764
17,1,network,264.6988
18,0,encoding,1.8257
18,1,network,264.744
19,0,encoding,1.7308
19,1,network,264.8637
20,0,encoding,1.8095
20,1,network,264.6773
21,0,encoding,1.8175
21,1,network,264.853
22,0,encoding,1.7669
22,1,network,264.5609
23,0,encoding,1.7818
23,1,network,264.836
24,0,encoding,1.764
24,1,network,264.7572
25,0,encoding,1.7623
25,1,network,264.7377
26,0,encoding,1.7856
26,1,network,264.7346
27,0,encoding,1.77
27,1,network,264.9093
28,0,encoding,1.785
28,1,network,264.6226
29,0,encoding,1.771
29,1,network,264.7264
30,0,encoding,1.7518
30,1,network,264.719
31,0,encoding,1.7798
31,1,network,264.7816
32,0,encoding,1.809
32,1,network,264.6785
33,0,encoding,1.7774
33,1,network,264.7386
34,0,encoding,1.7348
34,1,network,264.8064
35,0,encoding,1.8273
35,1,network,264.8676
36,0,encoding,1.8086
36,1,network,264.6011
37,0,encoding,1.7913
37,1,network,264.7046
38,0,encoding,1.7401
38,1,network,264.9237
39,0,encoding,1.7542
39,1,network,264.6377
40,0,encoding,1.7866
40,1,network,264.7586
41,0,encoding,1.8191
41,1,network,264.7223
42,0,encoding,1.7887
42,1,network,264.8502
43,0,encoding,1.7951
43,1,network,264.6544
44,0,encoding,1.7903
44,1,network,264.7135
45,0,encoding,1.7668
45,1,network,264.8769
46,0,encoding,1.7891
46,1,network,264.6832
47,0,encoding,1.7828
47,1,network,264.6807
48,0,encoding,1.792
48,1,network,264.6676
49,0,encoding,1.7958
49,1,network,264.7354
50,0,encoding,1.7505
50,1,network,264.7873
51,0,encoding,1.7854
51,1,network,264.8515
52,0,encoding,1.7724
52,1,network,264.6164
53,0,encoding,1.8167
53,1,network,264.716
54,0,encoding,1.8002
54,1,network,264.7792
55,0,encoding,1.8602
55,1,network,264.5709
56,0,encoding,1.773
56,1,network,264.7767
57,0,encoding,1.7961
57,1,network,264.6754
58,0,encoding,1.8284
58,1,network,264.7446
59,0,encoding,1.7111
59,1,network,264.9664
60,0,encoding,1.8033
60,1,network,264.472
61,0,encoding,1.8003
61,1,network,264.7733
62,0,encoding,1.7635
62,1,network,264.7723
63,0,encoding,1.7525
63,1,network,264.7871
64,0,encoding,1.8139
64,1,network,264.6421
65,0,encoding,1.8218
65,1,network,264.7586
66,0,encoding,1.7878
66,1,network,264.667
67,0,encoding,1.821
67,1,network,264.7539
68,0,encoding,1.8434
68,1,network,264.7691
69,0,encoding,1.7547
69,1,network,264.7553
70,0,encoding,1.7849
70,1,network,264.6722
71,0,encoding,1.7436
71,1,network,264.8003
72,0,encoding,1.7444
72,1,network,264.8316
73,0,encoding,1.8499
73,1,network,264.7026
74,0,encoding,1.8247
74,1,network,264.6347
75,0,encoding,1.7368
75,1,network,264.8022
76,0,encoding,1.7891
76,1,network,264.7178
77,0,encoding,1.7533
77,1,network,264.755
78,0,encoding,1.8035
78,1,network,264.7256
79,0,encoding,1.8038
79,1,network,264.6853
80,0,encoding,1.7766
80,1,network,264.8682
81,0,encoding,1.8051
81,1,network,264.6877
82,0,encoding,1.7686
82,1,network,264.8321
83,0,encoding,1.7611
83,1,network,264.5922
84,0,encoding,1.8416
84,1,network,264.8372
85,0,encoding,1.7617
85,1,network,264.761
86,0,encoding,1.7683
86,1,network,264.7816
87,0,encoding,1.854
87,1,network,264.5484
88,0,encoding,1.7933
88,1,network,264.8517
89,0,encoding,1.7879
89,1,network,264.7243
90,0,encoding,1.7349
90,1,network,264.7895
91,0,encoding,1.7988
