data_index,message_index,message,time_ms
0,0,encoding,0.3788
0,1,network,33.9534
1,0,encoding,0.4241
1,1,network,32.9973
2,0,encoding,0.5272
2,1,network,32.7046
3,0,encoding,0.7835
3,1,network,32.6084
4,0,encoding,0.7723
4,1,network,32.6069
5,0,encoding,1.1338
5,1,network,32.4296
6,0,encoding,1.8022
6,1,network,32.1777
7,0,encoding,5.1535
7,1,network,27.8222
8,0,encoding,4.0645
8,1,network,29.1765
9,0,encoding,4.6959
9,1,network,28.4309
10,0,encoding,4.1735
10,1,network,28.9827
11,0,encoding,4.253
11,1,network,28.9754
12,0,encoding,4.6136
12,1,network,28.6955
13,0,encoding,4.4713
13,1,network,28.6549
14,0,encoding,5.1548
14,1,network,27.9705
15,0,encoding,4.455
15,1,network,28.5629
16,0,encoding,3.9895
16,1,network,29.2009
17,0,encoding,4.0212
17,1,network,29.0622
18,0,encoding,4.5783
18,1,network,28.6275
19,0,encoding,4.5957
19,1,network,28.4627
20,0,encoding,4.1551
20,1,network,29.0313
21,0,encoding,5.2127
21,1,network,27.8566
22,0,encoding,4.354
22,1,network,28.8751
23,0,encoding,5.1895
23,1,network,27.8769
24,0,encoding,4.5023
24,1,network,28.7972
25,0,encoding,4.8232
25,1,network,28.2725
26,0,encoding,4.2955
26,1,network,28.8954
27,0,encoding,4.3275
27,1,network,28.7185
28,0,encoding,4.45
28,1,network,28.6728
29,0,encoding,4.2171
29,1,network,29.0131
30,0,encoding,4.5713
30,1,network,28.5409
31,0,encoding,4.1721
31,1,network,29.2278
32,0,encoding,4.356
32,1,network,28.6738
33,0,encoding,4.4682
33,1,network,28.502
34,0,encoding,4.9374
34,1,network,28.4122
35,0,encoding,4.2276
35,1,network,28.9845
36,0,encoding,3.9687
36,1,network,29.0566
37,0,encoding,4.4953
37,1,network,28.6592
38,0,encoding,4.6505
38,1,network,28.4837
39,0,encoding,4.1335
39,1,network,29.0076
40,0,encoding,4.1905
40,1,network,29.0215
41,0,encoding,4.7414
41,1,network,28.3266
42,0,encoding,4.2442
42,1,network,29.0762
43,0,encoding,4.4904
43,1,network,28.5694
44,0,encoding,4.661
44,1,network,28.5408
45,0,encoding,4.3411
45,1,network,28.8543
46,0,encoding,4.7066
46,1,network,28.3645
47,0,encoding,3.9974
47,1,network,29.2542
48,0,encoding,4.6869
48,1,network,28.2938
49,0,encoding,4.2919
49,1,network,28.8771
50,0,encoding,4.7077
50,1,network,28.4823
51,0,encoding,4.6468
51,1,network,28.4995
52,0,encoding,4.0584
52,1,network,29.0889
53,0,encoding,4.6983
53,1,network,28.4076
54,0,encoding,4.6329
54,1,network,28.5119
55,0,encoding,3.9177
55,1,network,29.2126
56,0,encoding,4.1334
56,1,network,29.1628
57,0,encoding,4.5747
57,1,network,28.5914
58,0,encoding,4.4887
58,1,network,28.5581
59,0,encoding,4.6045
59,1,network,28.4568
60,0,encoding,4.072
60,1,network,29.2077
61,0,encoding,4.461
61,1,network,28.6125
62,0,encoding,4.39
62,1,network,28.9949
63,0,encoding,4.5024
63,1,network,28.3893
64,0,encoding,4.2119
64,1,network,29.0374
65,0,encoding,4.6041
65,1,network,28.5367
66,0,encoding,4.3133
66,1,network,28.8417
67,0,encoding,4.5653
67,1,network,28.7676
68,0,encoding,4.4493
68,1,network,28.7431
69,0,encoding,4.7517
69,1,network,28.1862
70,0,encoding,4.0608
70,1,network,29.2236
71,0,encoding,4.7162
71,1,network,28.4034
72,0,encoding,4.3171
72,1,network,28.8124
73,0,encoding,4.4545
73,1,network,28.8262
74,0,encoding,4.7194
74,1,network,28.4146
75,0,encoding,4.1696
75,1,network,28.7985
76,0,encoding,4.5176
76,1,network,28.6007
77,0,encoding,4.1428
77,1,network,29.1549
78,0,encoding,4.6052
78,1,network,28.5804
79,0,encoding,4.3624
79,1,network,28.6171
80,0,encoding,4.2208
80,1,network,28.919
81,0,encoding,4.1222
81,1,network,29.2501
82,0,encoding,4.7429
82,1,network,28.2148
83,0,encoding,4.1139
83,1,network,29.2758
84,0,encoding,4.6441
84,1,network,28.5219
85,0,encoding,4.6286
85,1,network,28.3702
86,0,encoding,4.7324
86,1,network,28.3393
87,0,encoding,4.129
87,1,network,29.2164
88,0,encoding,4.6375
88,1,network,28.4563
89,0,encoding,4.4112
89,1,network,28.7753
90,0,encoding,4.2497
90,1,network,28.9627
91,0,encoding,4.5442
91,1,network,28.4799
92,0,encoding,4.3814
92,1,network,28.9243
93,0,encoding,4.6759
93,1,network,28.46
94,0,encoding,4.8215
94,1,network,28.2342
95,0,encoding,4.1823
95,1,network,29.1001
96,0,encoding,4.5459
96,1,network,28.6514
97,0,encoding,4.0408
97,1,network,29.0883
98,0,encoding,4.327
98,1,network,28.7653
99,0,encoding,4.4146
99,1,network,28.7203
100,0,encoding,4.2176
100,1,network,29.0272
101,0,encoding,4.644
101,1,network,28.6537
102,0,encoding,4.5631
102,1,network,28.3423
103,0,encoding,4.0938
103,1,network,29.2665
104,0,encoding,4.2642
104,1,network,29.2876
105,0,encoding,5.4078
105,1,network,27.1926
106,0,encoding,4.2185
106,1,network,29.1234
107,0,encoding,4.5301
107,1,network,28.4265
108,0,encoding,4.2705
108,1,network,28.9168
109,0,encoding,4.3446
109,1,network,28.81
110,0,encoding,4.4045
110,1,network,28.6459
111,0,encoding,4.5317
111,1,network,28.6395
112,0,encoding,4.2558
112,1,network,28.8534
113,0,encoding,4.6392
113,1,network,28.6721
114,0,encoding,4.4691
114,1,network,28.5721
115,0,encoding,4.162
115,1,network,29.0303
116,0,encoding,5.2578
116,1,network,27.7465
117,0,encoding,4.4723
117,1,network,28.6301
118,0,encoding,4.3853
118,1,network,28.7202
119,0,encoding,3.9918
119,1,network,29.3594
120,0,encoding,5.0214
120,1,network,28.015
121,0,encoding,4.1955
121,1,network,28.8708
122,0,encoding,4.3324
122,1,network,29.0154
123,0,encoding,3.977
123,1,network,29.2005
124,0,encoding,4.4675
124,1,network,28.629
125,0,encoding,4.1198
125,1,network,29.1279
126,0,encoding,4.3828
126,1,network,28.716
127,0,encoding,4.5783
127,1,network,28.4217
128,0,encoding,4.0063
128,1,network,29.2729
129,0,encoding,4.1916
129,1,network,29.3395
130,0,encoding,4.716
130,1,network,28.0001
131,0,encoding,4.6032
131,1,network,28.3368
132,0,encoding,4.0847
132,1,network,29.2565
133,0,encoding,4.6211
133,1,network,28.5678
134,0,encoding,4.2985
134,1,network,28.7886
135,0,encoding,4.2421
135,1,network,28.8811
136,0,encoding,4.3286
136,1,network,28.7551
137,0,encoding,4.8127
137,1,network,28.4293
138,0,encoding,4.074
138,1,network,29.1835
139,0,encoding,4.2651
139,1,network,28.8625
140,0,encoding,4.4891
140,1,network,28.479
141,0,encoding,3.6993
141,1,network,29.6498
142,0,encoding,4.3812
142,1,network,28.661
143,0,encoding,4.2364
143,1,network,28.9363
144,0,encoding,4.7253
144,1,network,28.3758
145,0,encoding,4.6659
145,1,network,28.4091
146,0,encoding,4.0237
146,1,network,29.1104
147,0,encoding,4.424
147,1,network,28.7345
148,0,encoding,4.6467
148,1,network,29.1285
149,0,encoding,4.2014
149,1,network,28.2616
150,0,encoding,4.0107
150,1,network,29.0902
151,0,encoding,4.0861
151,1,network,29.1505
152,0,encoding,4.1293
152,1,network,29.6628
153,0,encoding,4.3315
153,1,network,28.1428
154,0,encoding,4.2286
154,1,network,29.0134
155,0,encoding,4.2171
155,1,network,28.9743
156,0,encoding,4.612
156,1,network,28.5423
157,0,encoding,4.4706
157,1,network,28.6211
